0.10,1.8419e+5
0.15,9.7358e+6
0.20,4.6292e+7
0.25,9.1684e+7
0.30,1.2242e+8
0.35,1.3382e+8
0.40,1.3117e+8
0.45,1.2084e+8
0.50,1.0740e+8
0.55,9.3503e+7
0.60,8.0470e+7
0.65,6.8852e+7
0.70,5.8781e+7
0.75,5.0187e+7
0.80,4.2916e+7
0.85,3.6789e+7
0.90,3.1632e+7
0.95,2.7291e+7
1.00,2.3630e+7
1.05,2.0534e+7
1.10,1.7910e+7
1.15,1.5677e+7
1.20,1.3770e+7
1.25,1.2137e+7
1.30,1.0734e+7
1.35,9.5225e+6
1.40,8.4742e+6
1.45,7.5636e+6
1.50,6.7701e+6
1.55,6.0764e+6
1.60,5.4681e+6
1.65,4.9330e+6
1.70,4.4610e+6
1.75,4.0436e+6
1.80,3.6733e+6
1.85,3.3440e+6
1.90,3.0505e+6
1.95,2.7882e+6
2.00,2.5533e+6
2.05,2.3424e+6
2.10,2.1527e+6
2.15,1.9817e+6
2.20,1.8272e+6
2.25,1.6874e+6
2.30,1.5607e+6
2.35,1.4455e+6
2.40,1.3407e+6
2.45,1.2452e+6
2.50,1.1580e+6
2.55,1.0783e+6
2.60,1.0053e+6
2.65,9.3836e+5
2.70,8.7686e+5
2.75,8.2029e+5
2.80,7.6820e+5
2.85,7.2017e+5
2.90,6.7582e+5
2.95,6.3482e+5
3.00,5.9687e+5
